collection,session_uuid,user_name,answer,explanation,question,item_id,created_at,updated_at
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",1/257: Should this page be untagged?,/guidance/classifying-footwear,2019-09-02 09:54:56 UTC,2019-09-02 09:54:56 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",2/257: Should this page be untagged?,/government/publications/alvs-user-and-reference-guides,2019-09-02 09:56:08 UTC,2019-09-02 09:56:08 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",3/257: Should this page be untagged?,/guidance/classifying-edible-fruits-nuts-and-peel,2019-09-02 09:56:13 UTC,2019-09-02 09:56:13 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",4/257: Should this page be untagged?,/government/news/booze-scam-brothers-jailed,2019-09-02 09:56:23 UTC,2019-09-02 09:56:23 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",5/257: Should this page be untagged?,/government/collections/foreign-entertainers-forms,2019-09-02 09:56:42 UTC,2019-09-02 09:56:42 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",6/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2155,2019-09-02 10:03:49 UTC,2019-09-02 10:03:49 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",7/257: Should this page be untagged?,/guidance/classifying-toys-games-and-sports-equipment,2019-09-02 10:03:53 UTC,2019-09-02 10:03:53 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",8/257: Should this page be untagged?,/guidance/fair-rents,2019-09-02 10:04:11 UTC,2019-09-02 10:04:11 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",9/257: Should this page be untagged?,/guidance/classifying-audio-and-video-equipment,2019-09-02 10:04:14 UTC,2019-09-02 10:04:14 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",10/257: Should this page be untagged?,/guidance/child-tax-credit-exceptions-to-the-2-child-limit,2019-09-02 10:04:25 UTC,2019-09-02 10:04:25 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",11/257: Should this page be untagged?,/government/publications/ukctrl-chief-error-response-message,2019-09-02 10:04:34 UTC,2019-09-02 10:04:34 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",12/257: Should this page be untagged?,/government/publications/national-export-system-nes-web-service-availability-and-issues,2019-09-02 10:04:40 UTC,2019-09-02 10:04:40 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Skip,"",13/257: Should this page be untagged?,/government/news/gift-aid-celebrates-its-25th-birthday,2019-09-02 10:04:50 UTC,2019-09-02 10:04:50 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",14/257: Should this page be untagged?,/government/collections/import-and-export-of-manufactured-goods,2019-09-02 10:05:07 UTC,2019-09-02 10:05:07 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",15/257: Should this page be untagged?,/government/publications/notice-812-european-community-preferences-trade-with-turkey,2019-09-02 10:05:19 UTC,2019-09-02 10:05:19 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",16/257: Should this page be untagged?,/government/news/g8-summit-live,2019-09-02 10:05:33 UTC,2019-09-02 10:05:33 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",17/257: Should this page be untagged?,/government/publications/intrastat-is2-service-availability-and-issues,2019-09-02 10:05:37 UTC,2019-09-02 10:05:37 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",18/257: Should this page be untagged?,/government/collections/climate-change-levy-notices,2019-09-02 10:06:08 UTC,2019-09-02 10:06:08 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",19/257: Should this page be untagged?,/government/publications/notice-361-importing-museum-and-gallery-exhibits-free-of-duty-and-vat,2019-09-02 10:06:14 UTC,2019-09-02 10:06:14 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"I think theres one about import/export rules, should be there",20/257: Should this page be untagged?,/government/publications/notice-365-importing-animals-for-scientific-research-free-of-duty-and-vat,2019-09-02 10:06:39 UTC,2019-09-02 10:06:39 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",21/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2212,2019-09-02 10:06:44 UTC,2019-09-02 10:06:44 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",22/257: Should this page be untagged?,/government/publications/measuring-practice-for-voa-property-valuations,2019-09-02 10:06:52 UTC,2019-09-02 10:06:52 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",23/257: Should this page be untagged?,/government/publications/number-of-detached-houses-constructed-before-1919-that-were-sold-in-1990-1991-in-west-devon-villages,2019-09-02 10:07:32 UTC,2019-09-02 10:07:32 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",24/257: Should this page be untagged?,/government/publications/tariff-notice-5-2017-inflatable-boats-designed-for-children-and-multi-rotor-helicopters,2019-09-02 10:07:55 UTC,2019-09-02 10:07:55 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",25/257: Should this page be untagged?,/guidance/rates-and-allowances-for-air-passenger-duty,2019-09-02 10:08:11 UTC,2019-09-02 10:08:11 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",26/257: Should this page be untagged?,/government/publications/notification-of-vehicle-arrivals-nova-service-availability-and-issues,2019-09-02 10:08:16 UTC,2019-09-02 10:08:16 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",27/257: Should this page be untagged?,/government/publications/ukctrl-chief-error-response-message,2019-09-02 10:08:32 UTC,2019-09-02 10:08:32 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",28/257: Should this page be untagged?,/guidance/local-housing-allowance,2019-09-02 10:08:47 UTC,2019-09-02 10:08:47 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",29/257: Should this page be untagged?,/guidance/importing-animal-furs-skins-and-fish,2019-09-02 10:11:11 UTC,2019-09-02 10:11:11 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",30/257: Should this page be untagged?,/government/publications/new-computerised-transit-system-ncts-web-service-availability-and-issues,2019-09-02 10:11:14 UTC,2019-09-02 10:11:14 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",31/257: Should this page be untagged?,/guidance/air-passenger-duty-and-connected-flights,2019-09-02 10:11:37 UTC,2019-09-02 10:11:37 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Skip,"argghhhhh I dunno, maybe move to a tax exemptions taxon, if one exists? If not, maybe it should exist",32/257: Should this page be untagged?,/government/news/commonwealth-games-to-get-extra-boost,2019-09-02 10:12:50 UTC,2019-09-02 10:12:50 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,Tax relief taxon?,33/257: Should this page be untagged?,/government/news/special-effects-giant-industrial-light-and-magic-to-create-200-jobs-at-new-london-studio,2019-09-02 10:14:03 UTC,2019-09-02 10:14:03 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",34/257: Should this page be untagged?,/government/news/why-remaining-in-the-eu-is-just-the-tonic-for-the-gin-industry,2019-09-02 10:14:16 UTC,2019-09-02 10:14:16 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",35/257: Should this page be untagged?,/government/publications/child-trust-fund-service-availability-and-issues,2019-09-02 10:14:29 UTC,2019-09-02 10:14:29 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",36/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2144,2019-09-02 10:14:35 UTC,2019-09-02 10:14:35 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",37/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2134,2019-09-02 10:14:44 UTC,2019-09-02 10:14:44 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Skip,"",38/257: Should this page be untagged?,/government/collections/bwletin-y-cyflogwr-cyllid-a-thollau-em,2019-09-02 10:14:49 UTC,2019-09-02 10:14:49 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",39/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2142,2019-09-02 10:14:55 UTC,2019-09-02 10:14:55 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",40/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2222,2019-09-02 10:15:01 UTC,2019-09-02 10:15:01 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",41/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2221,2019-09-02 10:15:05 UTC,2019-09-02 10:15:05 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",42/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2108,2019-09-02 10:15:10 UTC,2019-09-02 10:15:10 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",43/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2209,2019-09-02 10:15:13 UTC,2019-09-02 10:15:13 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",44/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2160,2019-09-02 10:15:16 UTC,2019-09-02 10:15:16 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",45/257: Should this page be untagged?,/government/publications/chief-error-codes-e02800-to-e02999,2019-09-02 10:15:22 UTC,2019-09-02 10:15:22 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",46/257: Should this page be untagged?,/guidance/classifying-plastics,2019-09-02 10:15:27 UTC,2019-09-02 10:15:27 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",47/257: Should this page be untagged?,/government/collections/gambling-duty-notices,2019-09-02 10:15:39 UTC,2019-09-02 10:15:39 UTC
