collection,session_uuid,user_name,answer,explanation,question,item_id,created_at,updated_at
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,No,It's about not paying the minimum wage; it's not about tax.,1/37: Should this be retagged from its current taxon to this suggested one?,/government/news/football-in-focus-on-underpaid-workers,2019-09-13 14:49:08 UTC,2019-09-13 14:49:08 UTC
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,No,"Money laundering is something covered by the initiative, but this content item isn't guidance nor is it about regulations.",2/37: Should this be retagged from its current taxon to this suggested one?,/government/publications/beneficial-ownership-countries-that-have-pledged-to-exchange-information,2019-09-13 14:51:09 UTC,2019-09-13 14:51:09 UTC
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,Retag to suggestion,"Yes, this belongs in the 'VAT' taxon (not sure if it belongs in the 'accounting for VAT' subtaxon, but probably not).",3/37: Should this be retagged from its current taxon to this suggested one?,/government/news/chancellor-waives-vat-on-jo-cox-charity-single,2019-09-13 14:52:23 UTC,2019-09-13 14:52:23 UTC
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,Retag to suggestion,"",4/37: Should this be retagged from its current taxon to this suggested one?,/government/publications/alcohol-and-tobacco-taxation-revenue,2019-09-13 14:53:32 UTC,2019-09-13 14:53:32 UTC
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,Retag to suggestion,"Page is titled 'capital gains tax', so yes, it should go into the 'capital gains tax' taxon.",5/37: Should this be retagged from its current taxon to this suggested one?,/government/statistics/announcements/capital-gains-tax-statistics--3,2019-09-13 14:55:37 UTC,2019-09-13 14:55:37 UTC
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,Skip,"I assume a child trust fund is a 'tax efficient saving and investment', but not certain",6/37: Should this be retagged from its current taxon to this suggested one?,/government/publications/child-trust-fund-ctf-bulletin-84,2019-09-13 14:58:12 UTC,2019-09-13 14:58:12 UTC
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,Add suggestion and keep current tagging,It's about PAYE and about getting started; tag to both.,7/37: Should this be retagged from its current taxon to this suggested one?,/government/publications/basic-paye-tools-first-time-users-download-and-install,2019-09-13 14:58:48 UTC,2019-09-13 14:58:48 UTC
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,Skip,Welsh,8/37: Should this be retagged from its current taxon to this suggested one?,/government/collections/gwybodaeth-gorfforaethol-ac-adroddiadau,2019-09-13 14:58:56 UTC,2019-09-13 14:58:56 UTC
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,Retag to suggestion,"Yep, title says 'fuel duty'",9/37: Should this be retagged from its current taxon to this suggested one?,/government/publications/fuel-duty-fuel-additives-and-extenders,2019-09-13 14:59:36 UTC,2019-09-13 14:59:36 UTC
logistic_regression_retag_dynamic_feature_count,e7823f49-d090-4889-ab2a-c112960b5901,M-Drizzle,No,"it's about tax/levies, but not VAT.",10/37: Should this be retagged from its current taxon to this suggested one?,/guidance/check-if-your-drink-is-liable-for-the-soft-drinks-industry-levy,2019-09-13 15:00:20 UTC,2019-09-13 15:00:20 UTC
